Gemeente,gem_code,tot_inwoners,Aantal,Leden_per_10000_inwoners,weeknumber,tot_responders,tot_cases,perc_case
Sittard-Geleen,1883,92650,121,13.06,46,81,5,0.062
Sittard-Geleen,1883,92650,121,13.06,47,11,1,0.091
Sliedrecht,610,25020,21,8.39,43,2,0,0
Sliedrecht,610,25020,21,8.39,44,8,1,0.125
Sliedrecht,610,25020,21,8.39,45,14,1,0.071
Sliedrecht,610,25020,21,8.39,46,19,3,0.158
Sliedrecht,610,25020,21,8.39,47,4,1,0.25
Sluis,1714,23390,7,2.99,44,3,1,0.333
Sluis,1714,23390,7,2.99,45,4,1,0.25
Sluis,1714,23390,7,2.99,46,4,1,0.25
Sluis,1714,23390,7,2.99,47,1,0,0
Smallingerland,90,55935,35,6.26,42,1,0,0
Smallingerland,90,55935,35,6.26,43,5,0,0
Smallingerland,90,55935,35,6.26,44,10,2,0.2
Smallingerland,90,55935,35,6.26,45,16,1,0.062
Smallingerland,90,55935,35,6.26,46,21,2,0.095
Smallingerland,90,55935,35,6.26,47,2,0,0
Soest,342,46195,65,14.07,43,9,1,0.111
Soest,342,46195,65,14.07,44,24,3,0.125
Soest,342,46195,65,14.07,45,39,2,0.051
Soest,342,46195,65,14.07,46,42,0,0
Soest,342,46195,65,14.07,47,1,0,0
Someren,847,19325,17,8.8,43,2,0,0
Someren,847,19325,17,8.8,44,5,0,0
Someren,847,19325,17,8.8,45,7,0,0
Someren,847,19325,17,8.8,46,11,1,0.091
Someren,847,19325,17,8.8,47,2,0,0
Son en Breugel,848,16905,39,23.07,43,5,0,0
Son en Breugel,848,16905,39,23.07,44,15,0,0
Son en Breugel,848,16905,39,23.07,45,26,3,0.115
Son en Breugel,848,16905,39,23.07,46,28,1,0.036
Son en Breugel,848,16905,39,23.07,47,1,0,0
Stadskanaal,37,31790,17,5.35,43,1,1,1
Stadskanaal,37,31790,17,5.35,44,10,1,0.1
Stadskanaal,37,31790,17,5.35,45,10,1,0.1
Stadskanaal,37,31790,17,5.35,46,12,1,0.083
Stadskanaal,37,31790,17,5.35,47,2,0,0
Staphorst,180,16905,7,4.14,44,4,0,0
Staphorst,180,16905,7,4.14,45,4,0,0
Staphorst,180,16905,7,4.14,46,4,0,0
Stede Broec,532,21705,14,6.45,43,2,0,0
Stede Broec,532,21705,14,6.45,44,5,0,0
Stede Broec,532,21705,14,6.45,45,8,0,0
Stede Broec,532,21705,14,6.45,46,11,0,0
Stede Broec,532,21705,14,6.45,47,1,0,0
Steenbergen,851,25020,15,6,43,1,0,0
Steenbergen,851,25020,15,6,44,7,0,0
Steenbergen,851,25020,15,6,45,9,0,0
Steenbergen,851,25020,15,6,46,10,1,0.1
Steenwijkerland,1708,43930,40,9.11,43,6,1,0.167
Steenwijkerland,1708,43930,40,9.11,44,16,1,0.062
Steenwijkerland,1708,43930,40,9.11,45,23,1,0.043
Steenwijkerland,1708,43930,40,9.11,46,29,2,0.069
Stein,971,24960,31,12.42,43,1,0,0
Stein,971,24960,31,12.42,44,11,2,0.182
Stein,971,24960,31,12.42,45,16,0,0
Stein,971,24960,31,12.42,46,22,1,0.045
Stein,971,24960,31,12.42,47,2,0,0
Stichtse Vecht,1904,64330,77,11.97,42,2,0,0
Stichtse Vecht,1904,64330,77,11.97,43,15,2,0.133
Stichtse Vecht,1904,64330,77,11.97,44,26,2,0.077
Stichtse Vecht,1904,64330,77,11.97,45,44,3,0.068
Stichtse Vecht,1904,64330,77,11.97,46,58,3,0.052
Stichtse Vecht,1904,64330,77,11.97,47,1,0,0
Súdwest-Fryslân,1900,89715,60,6.69,42,2,0,0
Súdwest-Fryslân,1900,89715,60,6.69,43,11,0,0
Súdwest-Fryslân,1900,89715,60,6.69,44,16,0,0
Súdwest-Fryslân,1900,89715,60,6.69,45,36,3,0.083
Súdwest-Fryslân,1900,89715,60,6.69,46,39,2,0.051
Súdwest-Fryslân,1900,89715,60,6.69,47,2,0,0
Terneuzen,715,54585,33,6.05,43,4,1,0.25
Terneuzen,715,54585,33,6.05,44,15,2,0.133
Terneuzen,715,54585,33,6.05,45,19,3,0.158
Terneuzen,715,54585,33,6.05,46,22,2,0.091
Terneuzen,715,54585,33,6.05,47,2,0,0
Terschelling,93,4885,3,6.14,44,1,0,0
Terschelling,93,4885,3,6.14,45,2,0,0
Terschelling,93,4885,3,6.14,46,1,0,0
Texel,448,13550,12,8.86,43,2,0,0
Texel,448,13550,12,8.86,44,4,1,0.25
Texel,448,13550,12,8.86,45,6,0,0
Texel,448,13550,12,8.86,46,7,2,0.286
Teylingen,1525,37060,38,10.25,43,5,0,0
Teylingen,1525,37060,38,10.25,44,16,1,0.062
Teylingen,1525,37060,38,10.25,45,20,1,0.05
Teylingen,1525,37060,38,10.25,46,26,1,0.038
Teylingen,1525,37060,38,10.25,47,1,0,0
Tholen,716,25780,29,11.25,43,4,1,0.25
Tholen,716,25780,29,11.25,44,16,2,0.125
Tholen,716,25780,29,11.25,45,16,0,0
Tholen,716,25780,29,11.25,46,22,2,0.091
Tholen,716,25780,29,11.25,47,2,0,0
Tiel,281,41975,34,8.1,43,3,0,0
Tiel,281,41975,34,8.1,44,20,4,0.2
Tiel,281,41975,34,8.1,45,14,1,0.071
Tiel,281,41975,34,8.1,46,23,1,0.043
Tiel,281,41975,34,8.1,47,1,0,0
Tilburg,855,217265,213,9.8,43,26,4,0.154
Tilburg,855,217265,213,9.8,44,85,4,0.047
Tilburg,855,217265,213,9.8,45,115,8,0.07
Tilburg,855,217265,213,9.8,46,148,15,0.101
Tilburg,855,217265,213,9.8,47,14,2,0.143
Tubbergen,183,21280,12,5.64,42,1,0,0
Tubbergen,183,21280,12,5.64,43,2,0,0
Tubbergen,183,21280,12,5.64,44,6,1,0.167
Tubbergen,183,21280,12,5.64,45,7,0,0
Tubbergen,183,21280,12,5.64,46,9,1,0.111
Twenterand,1700,33730,13,3.85,43,1,0,0
Twenterand,1700,33730,13,3.85,44,7,0,0
Twenterand,1700,33730,13,3.85,45,9,0,0
Twenterand,1700,33730,13,3.85,46,11,0,0
Twenterand,1700,33730,13,3.85,47,2,2,1
Tynaarlo,1730,33690,35,10.39,43,3,0,0
Tynaarlo,1730,33690,35,10.39,44,13,1,0.077
Tynaarlo,1730,33690,35,10.39,45,15,2,0.133
Tynaarlo,1730,33690,35,10.39,46,21,1,0.048
Tynaarlo,1730,33690,35,10.39,47,1,0,0
Tytsjerksteradiel,737,31775,21,6.61,43,2,1,0.5
Tytsjerksteradiel,737,31775,21,6.61,44,10,2,0.2
Tytsjerksteradiel,737,31775,21,6.61,45,10,1,0.1
Tytsjerksteradiel,737,31775,21,6.61,46,13,1,0.077
Tytsjerksteradiel,737,31775,21,6.61,47,1,1,1
Uden,856,41785,41,9.81,43,4,0,0
Uden,856,41785,41,9.81,44,8,1,0.125
Uden,856,41785,41,9.81,45,28,0,0
Uden,856,41785,41,9.81,46,35,1,0.029
Uden,856,41785,41,9.81,47,3,0,0
Uitgeest,450,13525,11,8.13,44,2,0,0
Uitgeest,450,13525,11,8.13,45,4,1,0.25
Uitgeest,450,13525,11,8.13,46,9,1,0.111
Uithoorn,451,29425,19,6.46,43,1,0,0
Uithoorn,451,29425,19,6.46,44,4,1,0.25
Uithoorn,451,29425,19,6.46,45,11,0,0
Uithoorn,451,29425,19,6.46,46,12,0,0
Uithoorn,451,29425,19,6.46,47,2,0,0
Urk,184,20780,9,4.33,43,1,0,0
Urk,184,20780,9,4.33,44,4,0,0
Urk,184,20780,9,4.33,45,6,0,0
Urk,184,20780,9,4.33,46,4,0,0
Urk,184,20780,9,4.33,47,2,0,0
Utrecht,344,352540,483,13.7,42,2,0,0
Utrecht,344,352540,483,13.7,43,71,8,0.113
Utrecht,344,352540,483,13.7,44,192,19,0.099
Utrecht,344,352540,483,13.7,45,258,11,0.043
Utrecht,344,352540,483,13.7,46,287,15,0.052
Utrecht,344,352540,483,13.7,47,23,1,0.043
Utrechtse Heuvelrug,1581,49520,55,11.11,43,6,1,0.167
Utrechtse Heuvelrug,1581,49520,55,11.11,44,25,2,0.08
Utrechtse Heuvelrug,1581,49520,55,11.11,45,33,1,0.03
Utrechtse Heuvelrug,1581,49520,55,11.11,46,41,2,0.049
Utrechtse Heuvelrug,1581,49520,55,11.11,47,3,0,0
Vaals,981,10090,7,6.94,43,1,0,0
Vaals,981,10090,7,6.94,44,3,0,0
Vaals,981,10090,7,6.94,45,4,0,0
Vaals,981,10090,7,6.94,46,4,1,0.25
Vaals,981,10090,7,6.94,47,1,0,0
Valkenburg aan de Geul,994,16470,15,9.11,43,1,0,0
Valkenburg aan de Geul,994,16470,15,9.11,44,6,1,0.167
Valkenburg aan de Geul,994,16470,15,9.11,45,7,2,0.286
Valkenburg aan de Geul,994,16470,15,9.11,46,7,1,0.143
Valkenswaard,858,30910,33,10.68,43,8,2,0.25
Valkenswaard,858,30910,33,10.68,44,13,0,0
Valkenswaard,858,30910,33,10.68,45,14,1,0.071
Valkenswaard,858,30910,33,10.68,46,20,0,0
Veendam,47,27490,19,6.91,44,11,0,0
Veendam,47,27490,19,6.91,45,12,1,0.083
Veendam,47,27490,19,6.91,46,14,0,0
Veendam,47,27490,19,6.91,47,2,0,0
Veenendaal,345,65595,69,10.52,43,7,1,0.143
Veenendaal,345,65595,69,10.52,44,25,3,0.12
Veenendaal,345,65595,69,10.52,45,39,2,0.051
Veenendaal,345,65595,69,10.52,46,43,1,0.023
Veenendaal,345,65595,69,10.52,47,2,0,0
Veere,717,21830,16,7.33,43,3,0,0
Veere,717,21830,16,7.33,44,7,0,0
Veere,717,21830,16,7.33,45,8,0,0
Veere,717,21830,16,7.33,46,12,1,0.083
Veere,717,21830,16,7.33,47,2,0,0
Veldhoven,861,45340,63,13.9,42,1,0,0
Veldhoven,861,45340,63,13.9,43,11,0,0
Veldhoven,861,45340,63,13.9,44,28,2,0.071
Veldhoven,861,45340,63,13.9,45,39,2,0.051
Veldhoven,861,45340,63,13.9,46,41,3,0.073
Veldhoven,861,45340,63,13.9,47,2,0,0
Velsen,453,68270,70,10.25,42,1,0,0
Velsen,453,68270,70,10.25,43,10,2,0.2
Velsen,453,68270,70,10.25,44,23,3,0.13
Velsen,453,68270,70,10.25,45,34,3,0.088
Velsen,453,68270,70,10.25,46,48,4,0.083
Velsen,453,68270,70,10.25,47,3,0,0
Venlo,983,101605,87,8.56,42,1,0,0
Venlo,983,101605,87,8.56,43,10,1,0.1
Venlo,983,101605,87,8.56,44,31,1,0.032
Venlo,983,101605,87,8.56,45,49,5,0.102
Venlo,983,101605,87,8.56,46,63,4,0.063
Venlo,983,101605,87,8.56,47,4,0,0
Venray,984,43325,42,9.69,43,12,1,0.083
Venray,984,43325,42,9.69,44,12,1,0.083
Venray,984,43325,42,9.69,45,24,2,0.083
Venray,984,43325,42,9.69,46,25,1,0.04
Venray,984,43325,42,9.69,47,2,0,0
Vijfheerenlanden,1961,55715,45,8.08,43,5,1,0.2
Vijfheerenlanden,1961,55715,45,8.08,44,20,1,0.05
Vijfheerenlanden,1961,55715,45,8.08,45,25,2,0.08
Vijfheerenlanden,1961,55715,45,8.08,46,25,0,0
Vijfheerenlanden,1961,55715,45,8.08,47,2,0,0
Vlaardingen,622,72410,53,7.32,42,1,0,0
Vlaardingen,622,72410,53,7.32,43,5,0,0
Vlaardingen,622,72410,53,7.32,44,18,3,0.167
Vlaardingen,622,72410,53,7.32,45,30,4,0.133
Vlaardingen,622,72410,53,7.32,46,39,5,0.128
Vlaardingen,622,72410,53,7.32,47,5,0,0
Vlieland,96,1140,0,0,NA,NA,NA,NA
Vlissingen,718,44375,44,9.92,43,5,1,0.2
Vlissingen,718,44375,44,9.92,44,17,1,0.059
Vlissingen,718,44375,44,9.92,45,26,2,0.077
Vlissingen,718,44375,44,9.92,46,31,2,0.065
Vlissingen,718,44375,44,9.92,47,2,0,0
Voerendaal,986,12450,16,12.85,43,3,0,0
Voerendaal,986,12450,16,12.85,44,11,0,0
Voerendaal,986,12450,16,12.85,45,11,0,0
Voerendaal,986,12450,16,12.85,46,14,0,0
Voerendaal,986,12450,16,12.85,47,1,0,0
Voorschoten,626,25480,24,9.42,43,3,1,0.333
Voorschoten,626,25480,24,9.42,44,9,0,0
Voorschoten,626,25480,24,9.42,45,15,1,0.067
Voorschoten,626,25480,24,9.42,46,13,0,0
Voorst,285,24420,24,9.83,43,5,0,0
Voorst,285,24420,24,9.83,44,8,1,0.125
Voorst,285,24420,24,9.83,45,14,0,0
Voorst,285,24420,24,9.83,46,18,1,0.056
Voorst,285,24420,24,9.83,47,2,0,0
Vught,865,26390,32,12.13,43,4,0,0
Vught,865,26390,32,12.13,44,9,2,0.222
Vught,865,26390,32,12.13,45,21,1,0.048
Vught,865,26390,32,12.13,46,23,1,0.043
Vught,865,26390,32,12.13,47,4,0,0
Waadhoeke,1949,46035,44,9.56,43,3,0,0
Waadhoeke,1949,46035,44,9.56,44,19,0,0
Waadhoeke,1949,46035,44,9.56,45,21,0,0
Waadhoeke,1949,46035,44,9.56,46,32,1,0.031
Waadhoeke,1949,46035,44,9.56,47,1,0,0
Waalre,866,17250,30,17.39,43,5,0,0
Waalre,866,17250,30,17.39,44,15,2,0.133
Waalre,866,17250,30,17.39,45,23,3,0.13
Waalre,866,17250,30,17.39,46,27,5,0.185
Waalre,866,17250,30,17.39,47,3,0,0
Waalwijk,867,48235,33,6.84,42,1,0,0
Waalwijk,867,48235,33,6.84,43,4,1,0.25
Waalwijk,867,48235,33,6.84,44,15,0,0
Waalwijk,867,48235,33,6.84,45,26,2,0.077
Waalwijk,867,48235,33,6.84,46,28,1,0.036
Waalwijk,867,48235,33,6.84,47,1,0,0
Waddinxveen,627,28320,41,14.48,43,7,0,0
Waddinxveen,627,28320,41,14.48,44,13,1,0.077
Waddinxveen,627,28320,41,14.48,45,23,0,0
Waddinxveen,627,28320,41,14.48,46,30,0,0
Waddinxveen,627,28320,41,14.48,47,2,0,0
Wageningen,289,38770,76,19.6,42,2,1,0.5
Wageningen,289,38770,76,19.6,43,17,0,0
Wageningen,289,38770,76,19.6,44,27,2,0.074
Wageningen,289,38770,76,19.6,45,39,2,0.051
Wageningen,289,38770,76,19.6,46,48,2,0.042
Wassenaar,629,26200,19,7.25,43,5,1,0.2
Wassenaar,629,26200,19,7.25,44,7,0,0
Wassenaar,629,26200,19,7.25,45,9,1,0.111
Wassenaar,629,26200,19,7.25,46,8,1,0.125
Wassenaar,629,26200,19,7.25,47,1,0,0
Waterland,852,17315,9,5.2,43,1,1,1
Waterland,852,17315,9,5.2,44,5,0,0
Waterland,852,17315,9,5.2,45,4,0,0
Waterland,852,17315,9,5.2,46,5,1,0.2
Waterland,852,17315,9,5.2,47,2,0,0
Weert,988,49845,41,8.23,42,1,0,0
Weert,988,49845,41,8.23,43,3,1,0.333
Weert,988,49845,41,8.23,44,20,2,0.1
Weert,988,49845,41,8.23,45,22,3,0.136
Weert,988,49845,41,8.23,46,32,1,0.031
Weert,988,49845,41,8.23,47,4,1,0.25
Weesp,457,19335,18,9.31,43,6,2,0.333
Weesp,457,19335,18,9.31,44,8,2,0.25
Weesp,457,19335,18,9.31,45,12,0,0
Weesp,457,19335,18,9.31,46,16,1,0.062
Weesp,457,19335,18,9.31,47,1,0,0
West Betuwe,1960,50680,63,12.43,43,10,1,0.1
West Betuwe,1960,50680,63,12.43,44,19,2,0.105
West Betuwe,1960,50680,63,12.43,45,39,3,0.077
West Betuwe,1960,50680,63,12.43,46,44,2,0.045
West Betuwe,1960,50680,63,12.43,47,6,0,0
West Maas en Waal,668,19080,19,9.96,43,2,1,0.5
West Maas en Waal,668,19080,19,9.96,44,7,2,0.286
West Maas en Waal,668,19080,19,9.96,45,10,2,0.2
West Maas en Waal,668,19080,19,9.96,46,17,3,0.176
West Maas en Waal,668,19080,19,9.96,47,1,0,0
Westerkwartier,1969,63040,62,9.84,43,15,1,0.067
Westerkwartier,1969,63040,62,9.84,44,25,1,0.04
Westerkwartier,1969,63040,62,9.84,45,40,4,0.1
Westerkwartier,1969,63040,62,9.84,46,42,2,0.048
Westerkwartier,1969,63040,62,9.84,47,6,0,0
Westerveld,1701,19285,15,7.78,44,6,0,0
Westerveld,1701,19285,15,7.78,45,10,0,0
Westerveld,1701,19285,15,7.78,46,12,1,0.083
Westervoort,293,14940,14,9.37,43,1,0,0
Westervoort,293,14940,14,9.37,44,6,1,0.167
Westervoort,293,14940,14,9.37,45,7,1,0.143
Westervoort,293,14940,14,9.37,46,8,0,0
Westerwolde,1950,25205,12,4.76,43,1,0,0
Westerwolde,1950,25205,12,4.76,44,6,2,0.333
Westerwolde,1950,25205,12,4.76,45,9,0,0
Westerwolde,1950,25205,12,4.76,46,9,0,0
Westerwolde,1950,25205,12,4.76,47,1,0,0
Westland,1783,108605,104,9.58,42,3,0,0
Westland,1783,108605,104,9.58,43,13,2,0.154
Westland,1783,108605,104,9.58,44,53,7,0.132
Westland,1783,108605,104,9.58,45,65,3,0.046
Westland,1783,108605,104,9.58,46,71,2,0.028
Westland,1783,108605,104,9.58,47,3,0,0
Weststellingwerf,98,25845,16,6.19,43,6,0,0
Weststellingwerf,98,25845,16,6.19,44,5,1,0.2
Weststellingwerf,98,25845,16,6.19,45,7,0,0
Weststellingwerf,98,25845,16,6.19,46,11,0,0
Weststellingwerf,98,25845,16,6.19,47,2,0,0
Westvoorne,614,14625,6,4.1,43,1,0,0
Westvoorne,614,14625,6,4.1,44,2,0,0
Westvoorne,614,14625,6,4.1,45,1,0,0
Westvoorne,614,14625,6,4.1,46,5,0,0
Westvoorne,614,14625,6,4.1,47,2,0,0
Wierden,189,24355,18,7.39,43,1,0,0
Wierden,189,24355,18,7.39,44,10,0,0
Wierden,189,24355,18,7.39,45,8,0,0
Wierden,189,24355,18,7.39,46,12,0,0
Wierden,189,24355,18,7.39,47,1,0,0
Wijchen,296,40940,42,10.26,43,5,0,0
Wijchen,296,40940,42,10.26,44,22,2,0.091
Wijchen,296,40940,42,10.26,45,23,1,0.043
Wijchen,296,40940,42,10.26,46,34,0,0
Wijchen,296,40940,42,10.26,47,3,1,0.333
Wijdemeren,1696,24010,24,10,43,1,0,0
Wijdemeren,1696,24010,24,10,44,9,0,0
Wijdemeren,1696,24010,24,10,45,11,0,0
Wijdemeren,1696,24010,24,10,46,14,0,0
Wijdemeren,1696,24010,24,10,47,1,0,0
Wijk bij Duurstede,352,23755,36,15.15,43,6,0,0
Wijk bij Duurstede,352,23755,36,15.15,44,14,3,0.214
Wijk bij Duurstede,352,23755,36,15.15,45,21,2,0.095
Wijk bij Duurstede,352,23755,36,15.15,46,27,5,0.185
Winterswijk,294,28900,14,4.84,43,1,0,0
Winterswijk,294,28900,14,4.84,44,7,1,0.143
Winterswijk,294,28900,14,4.84,45,11,0,0
Winterswijk,294,28900,14,4.84,46,10,1,0.1
Winterswijk,294,28900,14,4.84,47,2,0,0
Woensdrecht,873,21865,15,6.86,43,4,1,0.25
Woensdrecht,873,21865,15,6.86,44,6,0,0
Woensdrecht,873,21865,15,6.86,45,5,0,0
Woensdrecht,873,21865,15,6.86,46,14,1,0.071
Woensdrecht,873,21865,15,6.86,47,2,0,0
Woerden,632,52190,73,13.99,43,16,0,0
Woerden,632,52190,73,13.99,44,29,5,0.172
Woerden,632,52190,73,13.99,45,40,4,0.1
Woerden,632,52190,73,13.99,46,47,1,0.021
Woerden,632,52190,73,13.99,47,3,0,0
Wormerland,880,16325,17,10.41,44,9,1,0.111
Wormerland,880,16325,17,10.41,45,11,1,0.091
Wormerland,880,16325,17,10.41,46,13,0,0
Wormerland,880,16325,17,10.41,47,1,0,0
Woudenberg,351,13165,15,11.39,43,2,0,0
Woudenberg,351,13165,15,11.39,44,6,0,0
Woudenberg,351,13165,15,11.39,45,8,0,0
Woudenberg,351,13165,15,11.39,46,7,0,0
Zaanstad,479,155875,119,7.63,43,13,1,0.077
Zaanstad,479,155875,119,7.63,44,44,2,0.045
Zaanstad,479,155875,119,7.63,45,71,2,0.028
Zaanstad,479,155875,119,7.63,46,82,3,0.037
Zaanstad,479,155875,119,7.63,47,5,0,0
Zaltbommel,297,28450,27,9.49,42,1,1,1
Zaltbommel,297,28450,27,9.49,43,7,2,0.286
Zaltbommel,297,28450,27,9.49,44,7,2,0.286
Zaltbommel,297,28450,27,9.49,45,15,1,0.067
Zaltbommel,297,28450,27,9.49,46,19,2,0.105
Zaltbommel,297,28450,27,9.49,47,3,0,0
Zandvoort,473,17010,14,8.23,43,1,0,0
Zandvoort,473,17010,14,8.23,44,5,2,0.4
Zandvoort,473,17010,14,8.23,45,7,0,0
Zandvoort,473,17010,14,8.23,46,10,0,0
Zandvoort,473,17010,14,8.23,47,1,0,0
Zeewolde,50,22305,39,17.48,43,6,1,0.167
Zeewolde,50,22305,39,17.48,44,9,2,0.222
Zeewolde,50,22305,39,17.48,45,20,0,0
Zeewolde,50,22305,39,17.48,46,26,1,0.038
Zeewolde,50,22305,39,17.48,47,2,0,0
Zeist,355,63925,79,12.36,42,1,0,0
Zeist,355,63925,79,12.36,43,14,2,0.143
Zeist,355,63925,79,12.36,44,27,1,0.037
Zeist,355,63925,79,12.36,45,43,2,0.047
Zeist,355,63925,79,12.36,46,48,2,0.042
Zeist,355,63925,79,12.36,47,4,0,0
Zevenaar,299,43490,32,7.36,43,6,0,0
Zevenaar,299,43490,32,7.36,44,10,1,0.1
Zevenaar,299,43490,32,7.36,45,24,3,0.125
Zevenaar,299,43490,32,7.36,46,30,3,0.1
Zevenaar,299,43490,32,7.36,47,2,1,0.5
Zoetermeer,637,124945,151,12.09,42,1,0,0
Zoetermeer,637,124945,151,12.09,43,23,3,0.13
Zoetermeer,637,124945,151,12.09,44,53,6,0.113
Zoetermeer,637,124945,151,12.09,45,92,5,0.054
Zoetermeer,637,124945,151,12.09,46,104,7,0.067
Zoetermeer,637,124945,151,12.09,47,10,0,0
Zoeterwoude,638,8450,9,10.65,44,5,0,0
Zoeterwoude,638,8450,9,10.65,45,5,0,0
Zoeterwoude,638,8450,9,10.65,46,7,0,0
Zoeterwoude,638,8450,9,10.65,47,2,0,0
Zuidplas,1892,42760,61,14.27,42,1,0,0
Zuidplas,1892,42760,61,14.27,43,8,0,0
Zuidplas,1892,42760,61,14.27,44,29,2,0.069
Zuidplas,1892,42760,61,14.27,45,31,4,0.129
Zuidplas,1892,42760,61,14.27,46,45,3,0.067
Zuidplas,1892,42760,61,14.27,47,3,0,0
Zundert,879,21610,21,9.72,43,3,0,0
Zundert,879,21610,21,9.72,44,9,0,0
Zundert,879,21610,21,9.72,45,12,0,0
Zundert,879,21610,21,9.72,46,13,0,0
Zundert,879,21610,21,9.72,47,2,0,0
Zutphen,301,47600,41,8.61,43,6,1,0.167
Zutphen,301,47600,41,8.61,44,16,2,0.125
Zutphen,301,47600,41,8.61,45,23,2,0.087
Zutphen,301,47600,41,8.61,46,25,0,0
Zutphen,301,47600,41,8.61,47,4,1,0.25
Zwartewaterland,1896,22505,24,10.66,43,5,0,0
Zwartewaterland,1896,22505,24,10.66,44,12,0,0
Zwartewaterland,1896,22505,24,10.66,45,17,0,0
Zwartewaterland,1896,22505,24,10.66,46,18,2,0.111
Zwartewaterland,1896,22505,24,10.66,47,2,0,0
Zwijndrecht,642,44640,41,9.18,42,2,0,0
Zwijndrecht,642,44640,41,9.18,43,8,0,0
Zwijndrecht,642,44640,41,9.18,44,14,1,0.071
Zwijndrecht,642,44640,41,9.18,45,23,2,0.087
Zwijndrecht,642,44640,41,9.18,46,24,1,0.042
Zwijndrecht,642,44640,41,9.18,47,3,0,0
Zwolle,193,127495,160,12.55,43,22,3,0.136
Zwolle,193,127495,160,12.55,44,59,2,0.034
Zwolle,193,127495,160,12.55,45,83,4,0.048
Zwolle,193,127495,160,12.55,46,113,5,0.044
Zwolle,193,127495,160,12.55,47,11,0,0
